"y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
0,0.012827081,68,0,0.336491046,7705,14,0,1,0,0
0,0.174866492,30,0,0.080390178,5945,3,0,0,0,3
0,0,50,0,0.112649294,3683,5,0,0,0,4
0,0.035142686,78,1,0.03996004,1000,9,0,0,0,0
0,0.112904675,63,2,0.013181332,8420,4,0,0,0,0
0,0.221030494,47,0,0.267415518,10593,7,0,2,0,2
0,0.443082312,29,0,0.340822013,5741,10,0,1,0,0
0,0.786612586,51,0,0.357556038,5531,6,0,0,0,0
0,0.606631842,58,0,0.728663765,7580,23,0,2,0,1
0,0.256071344,57,0,1.038997214,4666,11,0,2,0,0
0,0,71,1,0.085076244,12000,11,0,2,0,2
0,0.094265843,63,0,0.276124732,4200,6,0,1,0,0
0,0.865992415,26,0,0.258122099,2800,12,0,0,0,2
0,0.248252585,60,0,0.080259424,7400,10,0,0,0,0
0,0.019839042,35,1,0.421115777,3333,16,0,2,0,0
0,0.03710089,27,1,0.910447761,200,6,0,0,0,0
0,0.628273189,51,0,0.275862069,7800,9,0,0,0,3
0,0.95902049,42,2,0.387364391,4700,5,1,2,0,1
1,0.974565371,57,0,0.739280908,5200,15,0,1,0,0
0,0.009531101,86,0,0.003498542,5144,6,0,0,0,0
0,0.662493982,41,0,0.387686252,3556,7,0,0,0,1
0,0.027272107,53,0,1.013246688,4000,20,0,2,0,1
0,0.542892625,55,1,0.444097889,4167,21,1,0,0,0
0,0.9999999,21,0,0.133244504,1500,1,0,0,0,0
0,0.458229568,35,0,0.458847051,3000,7,0,1,0,1
0,0.6245,60,0,0.7124,4999,16,0,1,0,1
0,0.9999999,37,0,0.835777126,3750,4,0,2,0,0
0,0.910766154,40,0,0.290400817,7833,6,0,2,0,2
0,0,56,0,0.223194201,4000,4,0,1,0,0
0,0.340698399,44,2,0.190989776,8900,12,0,1,0,4
0,0.041020399,33,0,0.265745765,6080,14,0,1,0,1
0,0.051852207,77,0,0.34025974,6159,6,0,0,0,0
0,1.154795577,66,1,0.539598333,7916,10,0,1,0,0
0,0.418707346,31,0,0.153381186,5293,15,0,0,0,2
0,0.298467688,31,0,0.00311975,4166,4,0,0,0,0
0,0.129572254,65,0,0.537125061,6100,23,0,1,0,2
1,0.9999999,65,0,0,4000,0,0,0,0,0
0,0.060876125,67,0,0.122324159,5885,10,0,0,0,2
0,0.065548267,82,0,0.024195161,5000,10,0,0,0,0
0,0.008221103,71,0,0.079592041,10000,13,1,1,0,1
0,0.05946451,44,0,0.048496969,16000,14,0,0,0,0
0,0.076651426,61,0,0.05435814,7376,7,0,0,0,0
0,0.9999999,54,0,0.004559635,8333,0,0,0,0,0
0,0.062154456,71,0,0.275295244,6265,8,0,2,0,0
0,0.015642298,33,0,0.091533896,3200,4,0,0,0,0
0,0.101437971,41,0,0.172703824,8916,5,0,1,0,2
0,0.000820835,76,0,2.488603989,1403,10,0,1,0,0
1,0.943660038,44,0,0.638451253,17200,16,0,4,0,2
0,0.9999999,22,0,0.007308161,820,1,0,0,0,0
0,0.9999999,52,0,0.263610982,4297,1,0,1,0,1
0,0,51,0,0.013063183,3750,5,0,1,0,2
0,0.737122664,49,0,1.209108581,3600,14,0,2,0,2
0,0.025923959,59,0,0.071414747,15500,13,0,1,0,1
0,0.045126511,33,0,0.509103891,2800,4,0,1,0,1
0,0.090176722,68,0,0.44287976,12000,8,0,4,0,1
0,0.020361295,64,0,0.08885116,5300,9,0,1,0,0
0,0.800557186,50,0,3.527060783,1200,12,0,2,0,2
0,0.08501013,47,0,0.212774983,16500,16,0,2,0,2
0,0.820771298,61,1,0.66718507,2571,10,0,0,0,0
0,0.020545155,51,0,0.074226451,11666,7,0,0,0,0
0,0.445563735,47,0,0.103465165,8166,16,0,0,0,0
0,0.601171345,50,0,0.269117487,9166,10,0,2,0,3
0,0.207288994,45,0,0.400170285,4697,6,0,1,0,0
0,0.007363246,75,0,0.002999,3000,5,0,0,0,0
0,0.623858226,36,0,0.223106495,14826,8,0,1,0,0
0,0.412198475,24,0,0.241594996,2557,4,0,0,0,0
0,0.057325109,50,0,0.200074412,10750,3,0,1,0,0
0,0,42,0,0,3333,4,0,0,0,0
0,0.636823315,60,2,0.328057299,11308,21,0,2,0,0
0,0.090090928,76,0,0.333858681,3806,5,0,1,0,0
0,0.055523689,43,0,0.288972196,3200,9,0,0,0,0
0,0.140052393,51,0,0.20717309,8977,7,0,1,0,1
0,0.434400225,39,0,0.387204265,3000,9,0,1,0,0
0,0.029136797,59,0,0.214022457,11666,16,0,1,0,0
1,0.592657876,43,0,0.313668633,10000,6,0,1,0,5
0,0,54,0,0.271707917,7312,9,0,1,0,4
0,0.078385407,70,0,0.254274168,3216,7,0,1,0,0
0,0.755756106,47,0,0.220772193,31416,11,0,3,0,1
0,0.029174271,37,0,1.414868106,1250,3,0,1,0,0
0,0.395546962,45,1,0.26789729,8450,16,0,1,1,1
0,0.126013446,46,0,0.986805278,2500,13,0,2,0,0
0,0.145433801,64,0,0.089807853,4787,10,0,1,0,0
1,1.114867321,54,1,0.47891284,3200,12,2,1,2,2
0,0.042670819,76,1,0.022350578,3981,6,0,0,0,0
0,0.9999999,24,0,39.5,1,0,0,0,0,0
0,0.052785016,40,0,0.524595687,5935,11,0,3,0,2
0,0.9999999,26,0,0.896379526,800,3,0,0,0,0
0,0.732957644,55,2,0.380079901,7258,13,0,2,0,1
1,0.982110912,47,0,0.01336675,1196,1,0,0,0,0
0,0.226663772,40,0,0.157957892,9166,9,0,0,0,0
0,0.229199296,32,0,0.282716214,7480,9,0,1,0,3
0,0.040244916,51,0,0.080414871,7423,5,0,0,0,3
0,0.9999999,30,1,0.143010177,5600,2,0,0,0,2
0,0.352155756,30,0,0.784367636,2545,4,0,1,0,3
0,0.149330443,49,0,0.13967082,6500,10,0,1,0,1
0,0.306830263,45,1,0.520773162,4500,11,0,1,0,2
0,0.016214957,46,0,1.311071268,2230,11,0,2,0,3
0,0.998453768,35,1,0.143677244,6270,4,0,0,0,0
0,0.14383509,37,0,0.303559525,7500,6,0,2,0,2
1,0.235950701,32,0,0.292376682,2229,9,0,0,0,0
0,0.369683403,58,1,0.573989071,4574,12,0,1,0,0
1,0.830339321,30,0,0.202389661,4100,2,0,1,0,2
1,1.001591723,43,0,0.215720642,7416,10,1,1,0,1
0,1.083944037,25,1,0.381954184,6416,4,2,0,0,0
0,0.050842616,50,0,0.315134762,5787,6,0,1,0,3
0,0.015717656,64,0,0.115733991,17833,4,0,1,0,0
0,0.288094797,33,0,0.217542797,6600,5,0,0,0,3
0,0.9999999,47,0,0.015138532,3500,0,2,0,0,0
0,1.081836327,35,3,0.291469194,3375,3,12,1,0,2
0,0,43,0,0.110913931,2253,6,0,0,0,0
0,0.933111857,41,0,0.512125535,5607,13,0,1,0,0
0,0,55,0,0.285985568,5265,5,0,2,0,0
0,0.333373245,69,0,0.426214757,3333,11,0,1,0,1
0,0.248612923,56,0,0.720879853,6000,24,0,2,0,1
0,0.008412861,91,0,0.00157098,7001,6,0,0,0,0
0,0.567134889,44,0,0.197518097,2900,4,0,0,0,0
0,0.017205577,58,0,0.00575922,9028,18,0,0,0,0
0,0.127535664,50,0,0.384076287,8703,10,0,1,0,0
0,0.069155767,59,0,0.210925166,3166,8,0,1,0,0
0,0.014550721,62,0,0.071408169,3500,5,0,0,0,0
0,0.874666212,48,0,0.632637992,5416,8,0,2,0,4
0,0.356094856,47,3,0.172748866,9261,13,0,1,1,0
0,0.080997868,57,0,0.190436242,3575,5,0,1,0,0
1,0.703859228,45,2,0.394699254,6300,5,3,1,3,3
0,0.572819823,41,0,0.267051838,6230,5,0,0,0,1
0,0.243516762,35,0,0.533693261,5000,8,0,1,0,0
0,0.683784979,61,0,0.56171914,2000,5,0,1,0,0
0,0.027329689,35,0,0.001475289,4066,1,0,0,0,0
0,0.002966568,72,0,0.01815065,9916,3,0,0,0,0
0,0,47,0,0.748033878,6611,16,0,10,0,0
0,0.011359546,44,0,0.137641412,5833,4,0,0,0,1
0,0.481314388,53,0,0.611640908,3040,17,0,1,0,3
0,0.072317084,53,0,0.125738524,6600,7,0,0,0,2
0,0.043062007,63,0,0.204540721,4800,17,0,1,0,2
0,0.587261842,53,0,0.373618912,16200,14,0,2,0,0
0,0.292042906,52,1,0.291059629,12560,9,0,2,0,1
0,0.289939075,60,1,0.765489674,1500,16,0,0,0,0
1,0.00157891,62,0,0.196721311,2500,12,0,0,1,0
0,0.714730829,52,1,0.634560907,6000,8,0,1,0,0
0,0.224943422,54,0,0.441962193,6400,8,0,3,0,0
0,0.182596291,63,0,0.110722319,4000,4,0,1,0,0
0,0.035192961,37,0,0.059555556,5624,4,0,0,0,1
0,0.183427135,46,0,0.212441051,4452,6,0,1,0,2
0,0.407155937,50,0,0.279088365,2500,5,0,0,0,0
0,0.270817027,65,0,1.166820959,5400,9,0,1,0,0
0,0.064447245,39,0,0.344982751,6666,8,0,1,0,2
1,0.398878958,46,0,0.241174633,3200,4,3,1,0,0
0,0.050630477,35,0,0.089557785,5381,8,0,0,0,0
0,0.097757169,61,0,0.21071402,13458,7,0,1,0,2
0,0.030958056,74,0,0.216397657,7000,8,0,1,0,0
0,0.511729307,67,1,0.60913029,3000,8,1,1,0,0
0,0.3027357,66,0,0.601893207,15000,8,0,1,0,0
0,0.298614827,83,0,0.577895029,3600,12,0,0,0,1
0,0.9999999,59,0,0,2500,0,0,0,0,0
0,1.002829593,53,0,0.503208476,6700,9,0,1,0,2
0,0.007700721,85,0,0.003029385,3300,7,0,0,0,0
1,0.780217515,43,1,0.888237593,2558,7,1,1,0,0
0,0.18625304,77,0,0.467673605,5428,26,0,2,0,1
0,0.018249088,52,0,0.208640255,5022,8,0,1,0,0
0,0.185203971,33,0,0.373180873,1923,6,0,0,0,1
1,1.00310327,41,0,0.654869026,5000,5,0,2,0,2
0,0.029579408,63,0,0.255914382,5325,10,0,1,0,1
0,0.256904027,33,1,0.441355066,6257,10,0,2,0,0
0,0.953926398,75,0,0.263894442,2500,7,1,0,0,0
0,0.608737626,56,0,1.030262091,3700,17,0,1,0,1
0,0.159765943,50,1,0.907829534,2017,10,0,1,0,0
0,0.0630076,56,0,0.870750773,5500,11,0,2,0,2
1,0.510575567,32,3,0.256619145,1963,3,0,0,2,2
0,0.048731273,61,0,0.115184869,12900,9,0,1,0,1
0,0.114292959,40,0,0.426147553,6600,10,0,3,0,2
0,0.722680223,39,1,0.503433321,8300,9,0,2,0,0
1,0.211747398,49,0,0.573242342,6300,27,0,2,0,3
0,0.617935283,44,0,1.160007647,5230,9,0,3,0,0
0,0.018254188,43,0,0.333733253,5000,8,0,1,0,0
1,0.604263824,34,6,0.013923599,2800,12,4,0,0,1
0,0.07999798,69,0,0.614669267,20000,9,0,3,0,0
0,0.9999999,72,1,0.429590018,2243,9,1,0,0,0
0,0.020984438,68,0,0.649189069,4500,6,0,1,0,0
0,0.001949951,58,0,1929,0,9,0,1,0,3
0,0.094275996,34,0,0.162018853,10183,9,0,1,0,1
0,0.53438664,53,0,0.461031918,12907,11,0,2,0,3
0,0.006999364,39,0,0.505338078,5338,8,0,2,0,3
0,0,51,0,0.217885138,6250,21,0,1,0,0
0,0.092991165,54,0,0.570959043,11865,26,0,5,0,0
0,0.645834545,46,0,0.224808624,6400,8,0,0,0,4
0,0.320999293,35,0,0.278574054,2720,5,0,0,0,0
0,0.843130447,39,0,0.462589568,6000,8,0,2,0,2
0,0.039606295,51,0,0.253418414,14260,10,0,2,0,3
0,0.031365089,42,0,254,0,5,0,1,0,0
0,0.9999999,38,0,0.305338932,5000,3,0,1,0,3
1,0.04530778,27,0,0.854304636,150,4,1,0,0,0
1,0.9999999,34,1,0.132082459,8100,5,0,0,2,0
0,0.9999999,62,0,0.542275574,1915,4,0,1,0,0
0,0,25,2,0.261020882,1723,7,0,0,0,0
0,0.182278943,47,0,0.309248899,8400,6,0,2,0,1
0,0.026951421,58,0,0.413078725,5550,6,0,2,0,0
0,0.041063673,70,0,0.008831717,10416,6,0,0,0,0
0,0.093726335,68,0,0.038990252,4000,10,0,0,0,0
0,0.06923257,53,0,0.074348684,14700,7,0,2,0,2
0,0.193549073,54,0,0.528481748,4300,11,0,2,0,2
0,0.075083317,25,0,0.219358233,1900,4,0,0,0,0
1,0.801410106,49,1,0.071451154,3162,1,4,0,1,0
0,0.304092398,54,0,1770,1,5,0,2,0,1
0,0.144603517,62,0,0.420071291,3646,11,0,1,0,0
0,0.013099673,78,0,0.001584786,10095,6,0,0,0,0
0,0.024954352,72,0,0.523738131,2000,12,0,0,0,0
0,0.395837049,72,0,0.169153183,4758,9,0,0,0,0
0,0,42,0,0.227238638,6666,7,0,1,0,0
0,0.681863627,45,1,0.399336476,5726,10,0,3,0,2
0,0.9999999,48,0,0.084085237,5208,2,0,0,0,2
0,0.665666705,55,0,0.886119467,2326,5,0,1,0,0
0,0.025483438,66,0,0.103589278,2200,10,0,0,0,0
0,0.476930136,44,0,0.366819508,9595,17,0,4,0,0
0,0.052078494,41,0,0.226401619,8400,10,0,1,0,4
0,0.005228497,75,0,0.33181382,4167,13,0,2,0,0
0,0.103508878,36,0,0.385589594,5842,8,0,2,0,3
0,0,69,0,0.366074538,5741,7,0,1,0,0
0,0.019107129,41,1,0.704650152,11504,16,0,6,0,3
0,0.512831908,44,0,0.332688588,4135,9,0,1,0,2
0,0.041478,63,0,0.35616096,4000,12,0,1,0,1
0,0,42,0,0.37101564,5050,4,0,1,0,0
0,0.281343731,23,0,0.037539432,3169,3,0,0,0,0
0,0.143942423,27,0,0.069644947,5125,6,0,0,0,0
0,0.044778058,63,0,0.066173227,20400,9,0,0,0,0
0,0.064294223,60,0,0.010635397,11000,6,0,0,0,0
0,0.027973736,53,0,0.249663997,18600,19,0,4,0,3
0,0.48839764,62,0,0.909545227,2000,9,0,1,0,0
0,0.251826783,38,0,0.36443926,6000,5,0,2,0,0
0,1.015868415,71,0,0.714942529,1304,4,0,0,0,0
0,0.138638357,59,0,0.567961165,8857,18,0,1,0,0
0,0,35,0,0.581437342,8306,4,0,3,0,2
0,0.366263374,67,0,0.028337062,4022,6,0,0,0,0
0,0.684035141,40,1,0.334416396,4000,4,0,1,0,3
0,0.352774838,55,0,0.68602425,4700,11,0,2,0,0
0,0.031763875,33,1,0.418023476,5281,12,3,1,0,1
0,0.004092928,90,0,0.000999833,6000,3,0,0,0,0
0,0.14827097,54,0,0.038708756,7000,5,0,0,0,2
0,0.052776605,55,0,0.411931345,6000,12,0,2,0,0
0,0.001684558,56,0,0.466158011,8125,11,0,2,0,0
0,0.052552806,65,1,0.036233347,9907,8,0,1,0,0
0,0,62,0,266,0,7,0,0,0,0
0,0.043998915,61,0,0.449258457,6000,24,0,3,0,2
0,0.116978167,54,0,0.332444681,3750,7,0,1,0,0
0,0.060215521,47,0,0.349043131,3500,5,0,1,0,3
0,0.760799955,34,0,0.146632875,2761,6,0,0,0,2
0,0.162865762,47,0,0.484416189,6448,27,0,2,0,1
0,2340,45,0,0.339332853,8333,7,0,2,0,2
0,0.099778971,29,0,0.248412138,4250,7,0,0,0,0
0,0.579772046,42,0,0.482827609,5997,10,0,1,0,1
0,0.023190863,54,0,0.174941686,3000,9,0,0,0,0
0,0.041857583,62,0,0.538867562,2083,13,0,1,0,0
0,0.870812919,63,0,0.594646272,4706,6,0,1,0,0
0,0.04276506,63,0,0.255799072,6250,12,0,1,0,0
0,0.172548602,58,0,0.519565592,5800,8,0,2,0,0
0,0.007399815,68,0,0.216756649,5000,12,0,1,1,0
0,0.007904654,57,0,0.234730211,3650,20,0,1,0,2
0,0.06661504,45,0,0.162683732,10000,10,0,1,0,2
0,0.000759184,72,0,0.000587544,1701,7,0,0,0,0
0,0.011585083,52,0,0.139684814,5583,8,0,1,0,0
0,0.407322889,59,0,0.263308232,3850,5,0,0,0,2
0,0.9999999,30,0,0.00119952,2500,0,0,0,0,0
0,0.458895185,52,1,0.392980351,13333,9,0,2,0,0
0,0.517724898,28,0,0.218994064,3200,14,1,0,0,2
0,0.577003069,56,0,0.178583886,8600,6,0,0,0,1
0,0.065792396,52,0,0.38227983,5631,22,0,1,0,2
0,0.063558162,47,0,0.4925015,5000,8,0,2,0,2
0,0.282206544,44,0,0.085936121,17000,6,0,1,0,2
0,0.211436432,41,0,0.612995427,5247,8,0,2,0,2
0,0,60,0,0.074342439,13800,8,0,1,0,0
0,0.043611027,61,0,0.142097426,4700,6,0,1,0,1
0,0,63,0,1.096359743,1400,7,0,2,0,0
0,0.465593998,48,0,0.168905527,4540,16,0,0,0,0
0,0.9999999,61,0,0.011358473,2200,1,1,0,0,0
0,0.250618842,76,0,0.510395137,8224,11,0,2,0,0
0,0.052639803,41,1,0.017979144,5561,2,0,0,0,0
0,0.210900516,41,1,0.461502961,13000,11,0,2,0,2
0,0.463252769,26,0,0.258064516,5052,13,0,0,0,0
0,0.021547851,76,0,0.341664584,4000,20,0,2,0,0
0,0.298612818,81,0,0.096545173,20000,16,0,0,0,0
0,0.066461413,48,0,0.206128134,4666,4,0,1,0,1
1,0.915080014,61,0,0.913833848,5500,11,1,0,0,0
0,0.458445364,47,0,0.153030059,6220,7,0,0,0,1
0,0.060448993,65,0,0.01089039,9916,6,0,0,0,0
0,0.752185885,30,0,0.219486967,4833,6,0,0,0,0
0,0.005971757,47,0,0.092770753,7275,15,0,0,0,0
0,0.0721031,62,0,0.429285504,3400,10,0,2,0,0
0,0.120473023,35,1,1375.5,1,6,0,1,0,2
0,0.548945105,29,0,407,0,2,0,1,0,0
0,0.663592087,41,0,0.53088918,8400,7,0,1,0,1
0,0.315485294,74,0,1.701549742,6000,21,0,1,0,0
0,0.668129861,74,0,0.773363775,6569,19,0,2,0,4
0,0,59,0,0.360085322,7500,8,0,2,0,0
0,0.415879206,36,0,0.034603042,7166,3,0,0,0,1
0,0.535142193,57,0,0.381702514,3300,10,0,0,0,0
0,0.072445599,66,1,0.477570611,10833,19,0,2,0,2
0,0.970441182,64,1,0.315677061,7022,4,0,1,0,0
0,0.310437411,50,0,0.321744561,9606,7,0,2,0,1
0,0.089437271,48,0,0.552978808,5001,14,0,2,0,4
0,0.9999999,25,0,0.253873063,2000,1,0,0,1,0
0,0.24855577,42,0,504,0,6,0,0,0,3
0,0.034353529,29,1,0.299729223,4800,3,0,1,0,0
0,0.690549651,29,0,0.175217048,3800,4,0,0,0,0
1,0.9999999,35,0,0.042898792,2400,1,2,0,0,0
0,0.013092106,67,0,0.214111262,3684,6,0,1,0,0
0,0.014452116,58,0,0.220049729,8847,11,0,1,0,3
0,0.001749781,75,0,1.175230567,758,7,0,1,0,0
0,0.082062726,63,0,0.02191484,12000,6,0,0,0,0
0,0.02186774,52,0,0.238811804,5116,9,0,2,0,2
0,0.211957608,53,0,0.20419895,4000,4,0,1,0,2
0,0,58,0,0.177723909,7837,8,0,2,0,1
0,0.767372464,52,1,0.380509305,4083,5,0,0,0,2
1,0.9999999,29,0,0.206983806,1975,1,3,0,0,2
0,0.060755115,61,0,2150,0,4,0,2,0,0
0,0.9999999,41,0,0.005146113,5440,2,0,0,0,2
0,0.9999999,58,1,0.754830113,1500,2,1,1,0,0
0,0.029123896,37,0,0.206802228,30342,10,0,3,0,2
0,0.291724592,55,0,0.843768286,3417,8,0,2,0,1
0,1.034893879,39,0,0.439362795,9729,10,0,1,0,3
0,0.059518002,49,0,0.031610142,9110,23,0,0,0,0
0,0,28,0,0.253376553,1850,2,0,0,0,0
0,0.249500022,38,0,0.400249377,5613,7,0,1,0,2
0,0.012677521,55,0,0.612479171,5400,17,0,1,0,0
0,0.002882183,40,0,0.735694823,2935,7,0,2,0,1
0,0.026885902,36,0,0.344879921,11200,6,0,2,0,2
0,0.009878245,78,0,0.92526017,3170,13,0,2,0,0
0,0.810158646,40,0,0.36712969,7702,8,0,2,0,1
0,0,41,0,0.249458484,2769,2,0,1,0,0
0,0,46,0,0.479881177,3702,5,0,1,0,3
0,0,55,0,0.214332676,6083,3,0,1,0,0
0,0.007235371,85,0,0.030053708,8750,4,0,0,0,0
0,0.326632204,53,0,0.310153299,4500,9,0,1,0,0
0,0.167704207,37,0,0.469598263,1841,8,0,1,0,1
0,0.115371395,62,0,0.291005794,10528,18,0,2,0,0
1,1.478405316,38,2,0.354550237,1900,4,0,0,0,2
0,0.179830009,69,1,1.096620657,2100,29,0,2,0,1
0,0.085806042,76,0,0.034727703,3800,6,0,0,0,1
0,0.728272644,30,0,0.694693668,3900,4,0,1,0,1
1,0.049767859,66,0,0.180303591,2700,11,0,1,0,0
1,0.072066281,48,0,0.426368412,5900,5,0,2,1,2
0,0.47850324,69,4,0.139177521,6832,13,0,2,0,1
0,0.008374205,36,0,1924,0,11,0,2,0,0
0,0.291321004,65,0,0.656782549,2933,20,0,1,0,0
0,0.045799295,31,0,0.008705859,10222,7,0,0,0,2
0,0.923456865,43,0,0.227229147,7300,4,0,1,0,0
1,0.189237655,46,1,0.571958207,8900,17,0,7,1,0
0,0.003999385,56,0,0.317626527,4583,4,0,1,0,0
0,0.71314741,63,1,0.145588874,2300,3,0,0,0,0
0,0.81667964,64,1,0.449318835,8000,13,0,1,0,0
0,0.035360381,39,0,0.564487103,5000,9,0,1,0,0
0,0.419697538,56,2,0.48187953,4000,7,1,1,1,0
0,0.455946975,84,2,0.65524136,3500,14,0,0,0,0
0,0.024593422,60,1,0.177132735,17500,23,0,1,0,0
0,0.041693084,58,0,0.453468697,6500,10,0,2,0,1
0,0.021576676,64,4,0.005428054,10500,14,0,0,0,0
0,0.014317691,71,0,0.152200406,7384,7,0,1,0,0
0,0.446421079,61,0,0.294973967,9410,9,0,1,0,1
0,0.101523236,54,0,0.090391965,11250,6,0,0,0,2
0,0.073104828,63,0,3335,0,12,0,2,0,0
0,0.9999999,42,0,0,900,1,0,0,0,2
0,0.052517222,39,0,0.153497849,13250,7,0,2,0,0
0,0,31,0,0.351820995,4200,6,0,1,0,0
0,0.237138845,59,0,0.147460087,3444,5,0,0,0,0
0,1.889214771,63,0,0.262876131,5416,10,0,1,0,0
0,0.403982436,59,0,0.360292623,4920,7,0,1,0,0
0,0.023164759,46,0,0.342331534,5000,10,0,1,0,3
0,0.027588261,68,0,0.008822164,6460,7,0,0,0,0
1,0.965771864,64,0,0.401617251,2967,6,0,1,0,0
0,0,58,0,0.316144874,4886,9,0,1,0,1
0,0.00249987,60,0,0.384202882,8950,9,0,2,0,0
0,0.371750097,61,4,0.464896605,11750,21,0,3,0,0
1,0.759312034,63,1,0.244748611,7378,6,0,1,0,0
0,0.279431757,39,0,0.812837433,5000,14,0,2,0,2
0,0,70,0,0,25000,1,0,0,0,1
0,0,34,0,0,2796,1,0,0,0,1
0,0.61262499,25,1,0.0725507,3500,5,0,0,0,0
0,0.143285571,36,0,0.875062469,2000,8,0,1,0,1
0,0.056908718,67,0,0.287805749,5600,6,0,1,0,1
0,0.403603965,66,0,0.506141103,3500,15,0,0,0,0
0,0,58,0,0.167087188,3566,10,0,1,0,0
0,0.9999999,27,0,0,2000,0,0,0,0,0
0,0.532054647,46,0,0.285438233,7244,7,0,1,0,2
0,0.351892829,45,0,0.563852484,3280,18,0,3,0,4
0,0.178768146,42,0,0.551655868,5555,13,0,1,0,1
0,0.667268236,48,0,0.380175827,14900,11,0,4,0,3
0,0.057742067,65,0,0.012003361,8330,7,0,0,0,0
0,0.965968344,40,0,0.577979206,3750,9,0,0,0,0
0,0.001029662,47,0,0.140156454,9203,5,0,0,0,2
0,0.009129362,70,0,0.128387161,10000,14,0,1,0,0
0,0.081572015,45,1,0.423284141,8537,16,0,4,0,0
0,0.011844002,60,0,0.176393903,9971,8,0,2,0,1
0,0.012081468,64,0,0.335302457,4231,7,0,2,0,1
0,0.467331043,26,0,0.421491045,2400,9,0,0,0,0
0,0.73452853,64,2,0.336147523,4500,7,2,2,0,2
0,0.684758147,60,0,0.093849669,42013,17,0,1,0,0
1,0.917870722,44,0,0.316667424,22000,18,0,2,0,1
0,0.040037646,81,0,0.007690336,3900,4,0,0,0,0
0,0.309066201,27,0,0.257673091,1400,11,0,0,0,0
0,0.160785386,72,0,0.03948026,4001,4,0,0,0,0
0,0.81414291,25,1,0.155046826,960,7,0,0,0,0
0,0.143455269,61,0,0.126927639,5900,9,0,0,0,0
0,0.186997123,66,0,0.26908049,7677,4,0,1,0,0
0,0.467156934,31,0,0.050974369,20833,6,0,0,0,0
0,0.122513017,79,0,0.187968672,6000,6,0,1,0,0
0,0.174291208,66,0,0.26402175,9930,8,0,1,0,0
0,0.175131349,28,0,0.050793228,7500,5,0,0,0,0
0,0.450373645,51,1,0.060305659,2420,8,0,0,0,0
0,0.122128948,50,0,2216,0,18,0,2,0,1
0,0.044678153,63,0,0.290189979,9000,6,0,1,0,3
0,0,42,0,0.45848988,8250,8,0,4,0,3
0,0,42,0,0.444511098,5000,7,0,2,0,0
0,0.346697376,58,4,0.371209597,3000,15,0,0,0,1
0,0.305162581,49,0,0.185703574,4000,3,0,1,0,0
0,0.06595895,78,0,0.055168097,11183,8,0,1,0,1
0,0.068892151,65,0,0.141476421,6000,6,0,0,0,3
0,0.056563046,50,1,0.263575351,9833,15,0,2,0,4
0,0.743741423,61,0,0.825603999,3600,12,0,2,0,0
0,0.365185774,31,1,0.040159973,6000,4,0,0,0,0
0,0.40290821,71,0,0.011139674,3500,2,0,0,0,0
0,0.372315506,41,0,0.225844005,7730,6,0,0,0,5
0,0.363031848,48,0,0.254487253,8746,3,0,2,0,2
0,0.333511109,49,0,0.25420241,40333,12,0,2,0,3
0,0,41,0,0.175743225,3800,5,0,0,0,2
1,0.500566629,49,1,0.348109811,4443,6,1,0,2,2
0,0.039812357,30,0,0.164253206,2416,9,0,0,0,0
0,0.176958067,47,0,0.054328806,12000,10,0,0,0,1
0,0.963444791,49,0,0.470263883,2538,4,0,2,0,1
0,0.9999999,22,98,0,1972,0,98,0,98,0
0,0.06532042,52,0,0.00973607,17049,5,0,0,0,3
0,1.012885041,38,0,0.521191045,4600,12,0,1,0,3
0,0.273215848,69,0,0.212071481,5483,9,0,2,0,0
0,0.261501265,74,0,0.458633338,7360,19,0,1,0,4
0,0.045798855,66,0,0.069166456,7893,5,0,1,0,1
0,0.100424807,46,0,0.307305871,6966,10,0,1,0,2
0,0.008623704,71,0,2,0,2,0,0,0,0
0,0.185230319,55,0,0.409168081,5300,17,0,1,0,3
1,0.9999999,33,0,0,1840,0,0,0,0,2
0,0.10654232,60,0,0.124751076,15566,12,0,2,0,0
0,0.037050193,55,0,0.038987004,3000,12,0,0,0,1
0,0.115507263,29,0,0.382769538,6000,6,0,1,0,1
0,0,66,0,0.171582842,10000,5,0,1,0,0
0,0.438006952,37,0,0.333296177,8970,5,0,2,0,2
0,0.133063118,61,0,0.781660609,3576,11,0,2,0,2
1,0.077682834,61,0,0.684303351,1700,13,0,1,1,0
1,0.944384756,34,4,0.413171081,6984,6,1,1,1,2
0,0.9999999,27,0,0.028309742,1200,0,0,0,0,0
1,0.945346698,55,4,1.608956417,2500,17,0,1,6,1
0,0.119775556,31,0,0.041959578,4551,3,1,0,0,0
0,0.019621091,40,0,0.192389594,10800,9,0,2,0,1
0,0.038064129,27,0,0.041679823,3166,3,0,0,0,0
0,0.687593097,51,1,0.566857752,7500,11,0,1,0,3
0,0.255744256,27,0,0.51974013,2000,2,0,0,0,0
0,0.09772899,75,0,0.031507513,2062,3,0,0,0,0
0,0.252511452,49,1,0.313766332,5280,7,0,2,0,0
0,0.342928314,48,0,0.492975105,4056,14,0,1,0,1
